Timestamp,Source_Country,Target_Country,Source_IP,Target_IP,Attack_Type,Port,Severity,Attack_Duration_Seconds,Year,Month,Hour,Date
2016-09-21,Australia,Sweden,85.19.231.151,200.219.178.167,DDoS,443,High,1458,2016,9,0,2016-09-21
2015-09-27,India,Poland,103.112.108.47,163.153.245.206,Phishing,25,Medium,654,2015,9,0,2015-09-27
2022-03-24,Indonesia,Indonesia,207.107.194.227,44.175.168.31,DDoS,53,High,1398,2022,3,0,2022-03-24
2020-06-16,USA,Australia,179.84.156.128,197.81.249.74,Port Scan,5432,High,2191,2020,6,0,2020-06-16
2019-06-17,Turkey,Netherlands,185.58.143.144,171.124.183.16,Phishing,3389,Medium,2442,2019,6,0,2019-06-17
2019-12-07,USA,USA,97.47.191.140,240.68.119.69,DDoS,8080,Medium,483,2019,12,0,2019-12-07
2022-12-01,Germany,Netherlands,103.231.171.84,42.110.41.50,DDoS,25,High,3035,2022,12,0,2022-12-01
2017-05-11,Italy,China,157.235.49.131,212.6.75.181,Ransomware,80,Medium,1661,2017,5,0,2017-05-11
2024-05-25,China,Italy,112.197.60.66,17.105.185.67,Phishing,21,Low,2539,2024,5,0,2024-05-25
2018-07-04,India,UK,87.126.218.26,144.180.100.90,SQL Injection,3389,High,3393,2018,7,0,2018-07-04
2020-12-20,Russia,USA,71.252.74.197,216.246.239.162,DDoS,25,Medium,951,2020,12,0,2020-12-20
2024-03-01,Indonesia,India,47.76.96.170,212.81.115.20,Port Scan,3389,High,412,2024,3,0,2024-03-01
2019-12-05,Mexico,South Korea,31.22.17.212,80.56.179.53,SQL Injection,3389,Medium,354,2019,12,0,2019-12-05
2019-09-03,Japan,Brazil,148.235.136.239,49.253.4.18,DDoS,22,Critical,2480,2019,9,0,2019-09-03
2023-04-08,UK,Spain,98.49.87.38,36.117.35.30,SQL Injection,5432,Medium,3,2023,4,0,2023-04-08
2022-01-04,Mexico,Mexico,53.28.77.157,118.252.63.82,Port Scan,3306,Critical,3004,2022,1,0,2022-01-04
2021-06-18,Brazil,USA,253.200.139.175,149.180.224.69,SQL Injection,5432,Medium,131,2021,6,0,2021-06-18
2016-07-29,Brazil,Netherlands,173.18.50.89,125.169.54.87,DDoS,21,High,1099,2016,7,0,2016-07-29
2023-01-12,South Korea,Japan,177.150.45.189,158.219.56.79,DDoS,5432,Low,1348,2023,1,0,2023-01-12
2020-06-26,Russia,Netherlands,227.127.93.21,169.142.149.120,XSS,53,High,3550,2020,6,0,2020-06-26
2018-07-31,USA,Poland,248.199.189.76,226.218.25.178,XSS,21,Medium,1974,2018,7,0,2018-07-31
2023-09-28,USA,Italy,164.152.160.91,109.95.252.53,Port Scan,80,Critical,1024,2023,9,0,2023-09-28
2023-09-14,USA,Spain,224.187.96.96,48.70.176.132,Malware,21,Medium,160,2023,9,0,2023-09-14
2020-05-10,Spain,Sweden,218.75.110.82,152.234.159.83,Phishing,3389,Low,2065,2020,5,0,2020-05-10
2022-06-27,India,South Korea,128.103.133.144,203.157.133.82,DDoS,53,Medium,1419,2022,6,0,2022-06-27
2020-07-13,South Korea,Australia,139.246.35.112,195.104.75.213,Port Scan,5432,High,356,2020,7,0,2020-07-13
2023-12-20,Brazil,USA,203.170.87.119,222.211.181.89,Port Scan,53,Low,1056,2023,12,0,2023-12-20
2021-01-21,China,Turkey,98.240.81.138,64.35.12.175,SQL Injection,8080,High,2937,2021,1,0,2021-01-21
2021-06-10,Russia,Japan,82.236.136.251,90.55.248.112,SQL Injection,53,High,2531,2021,6,0,2021-06-10
2024-10-08,Australia,Poland,26.3.59.116,69.211.91.38,Brute Force,3389,Medium,1910,2024,10,0,2024-10-08
2019-07-14,UK,Indonesia,216.131.166.130,29.12.147.137,Malware,22,High,3227,2019,7,0,2019-07-14
2019-04-29,Turkey,UK,227.145.201.36,82.157.3.87,Ransomware,21,Low,1648,2019,4,0,2019-04-29
2020-01-22,Japan,Japan,86.223.247.98,158.238.186.88,Ransomware,8080,Medium,2658,2020,1,0,2020-01-22
2021-01-12,Germany,Australia,216.124.73.110,53.101.229.4,Malware,8080,High,2821,2021,1,0,2021-01-12
2018-10-22,UK,UK,122.235.130.213,57.182.253.28,Port Scan,8080,Low,857,2018,10,0,2018-10-22
2019-10-09,Indonesia,Spain,162.27.165.199,16.13.200.184,DDoS,443,Low,3587,2019,10,0,2019-10-09
2020-04-09,Australia,Italy,150.68.14.98,53.48.252.25,SQL Injection,5432,Medium,796,2020,4,0,2020-04-09
2016-09-11,USA,Italy,23.172.234.217,66.158.104.3,Phishing,5432,High,3010,2016,9,0,2016-09-11
2018-06-28,Germany,Germany,193.115.247.112,151.157.169.94,Port Scan,8080,Low,802,2018,6,0,2018-06-28
2017-08-14,Japan,Spain,207.96.78.233,11.21.127.91,Ransomware,21,Low,342,2017,8,0,2017-08-14
2020-04-23,South Korea,China,61.85.183.239,152.244.95.94,XSS,443,Low,406,2020,4,0,2020-04-23
2021-07-09,China,France,250.71.228.85,193.129.182.200,SQL Injection,8080,Medium,1397,2021,7,0,2021-07-09
2017-08-26,Spain,Mexico,50.232.140.207,112.234.34.80,SQL Injection,8080,Low,1310,2017,8,0,2017-08-26
2022-01-02,Indonesia,Germany,15.145.34.236,219.196.83.29,Ransomware,53,High,2608,2022,1,0,2022-01-02
2018-08-09,China,India,35.39.230.206,233.131.11.136,DDoS,22,Low,577,2018,8,0,2018-08-09
2017-11-09,Italy,India,183.187.133.30,62.103.33.136,DDoS,443,High,221,2017,11,0,2017-11-09
2015-10-09,USA,USA,132.143.103.163,153.88.154.154,Ransomware,21,Medium,2195,2015,10,0,2015-10-09
2022-10-15,USA,Japan,237.74.55.194,17.91.157.43,Malware,5432,Medium,3049,2022,10,0,2022-10-15
2023-05-31,USA,Germany,236.60.24.220,231.253.73.206,Port Scan,3389,Medium,1204,2023,5,0,2023-05-31
2020-12-06,USA,Sweden,22.172.32.95,5.178.222.56,Ransomware,22,Medium,1534,2020,12,0,2020-12-06
2017-11-24,Spain,UK,83.179.213.3,191.57.247.220,Port Scan,3389,Low,1321,2017,11,0,2017-11-24
2015-07-17,USA,Japan,70.160.130.88,173.165.72.79,Phishing,25,Critical,1373,2015,7,0,2015-07-17
2021-12-07,Russia,India,109.59.252.219,246.220.36.161,Phishing,5432,Medium,491,2021,12,0,2021-12-07
2017-12-18,USA,Spain,201.77.247.14,134.248.115.204,DDoS,53,Low,2401,2017,12,0,2017-12-18
2022-11-24,Russia,India,51.139.78.80,71.173.92.135,Port Scan,3306,Low,1011,2022,11,0,2022-11-24
2018-03-30,USA,France,10.212.80.124,105.65.245.24,Brute Force,21,Critical,2129,2018,3,0,2018-03-30
2017-10-05,France,UK,186.34.121.80,45.189.147.117,DDoS,443,Low,870,2017,10,0,2017-10-05
2022-07-01,USA,Mexico,206.53.156.18,160.30.65.160,DDoS,25,Medium,2753,2022,7,0,2022-07-01
2018-05-14,Spain,Mexico,154.102.135.173,185.148.85.83,SQL Injection,22,Low,2482,2018,5,0,2018-05-14
2017-11-01,Mexico,France,98.239.241.45,222.114.220.96,DDoS,8080,High,1833,2017,11,0,2017-11-01
2016-05-04,USA,Canada,199.225.35.180,158.87.219.229,Ransomware,3306,High,1147,2016,5,0,2016-05-04
2015-10-03,Italy,Indonesia,114.231.21.241,187.218.190.67,DDoS,22,High,3361,2015,10,0,2015-10-03
2022-07-03,USA,Poland,156.96.44.80,31.66.250.54,Phishing,22,Critical,740,2022,7,0,2022-07-03
2021-04-08,China,Germany,56.138.151.176,10.166.83.159,Port Scan,22,High,3542,2021,4,0,2021-04-08
2018-05-24,USA,China,180.242.143.55,29.153.32.17,Malware,22,Critical,510,2018,5,0,2018-05-24
2018-06-28,Russia,Mexico,43.50.6.161,115.45.49.87,SQL Injection,22,High,594,2018,6,0,2018-06-28
2015-05-06,India,Canada,62.55.167.140,146.75.123.124,Port Scan,3306,Medium,2961,2015,5,0,2015-05-06
2015-08-05,Australia,USA,116.228.31.74,52.148.190.141,XSS,3389,Low,2528,2015,8,0,2015-08-05
2024-03-31,Russia,China,181.34.169.10,88.171.84.243,DDoS,21,High,755,2024,3,0,2024-03-31
2018-04-23,Japan,Turkey,52.203.185.78,106.92.99.21,SQL Injection,8080,Medium,1463,2018,4,0,2018-04-23
2023-07-08,China,France,3.185.161.135,6.199.221.53,XSS,5432,High,2775,2023,7,0,2023-07-08
2018-05-31,Canada,China,4.167.48.254,87.180.197.86,Phishing,443,Critical,1198,2018,5,0,2018-05-31
2023-11-30,China,Germany,74.79.144.166,137.96.246.202,Malware,22,Low,346,2023,11,0,2023-11-30
2021-12-17,USA,India,4.4.120.119,174.235.113.220,DDoS,443,High,3003,2021,12,0,2021-12-17
2021-10-10,China,Netherlands,228.155.214.214,203.71.158.43,DDoS,3306,Medium,105,2021,10,0,2021-10-10
2023-11-24,China,France,17.237.226.96,237.187.243.166,DDoS,443,Low,1593,2023,11,0,2023-11-24
2017-07-07,India,Poland,244.70.182.97,34.46.220.32,XSS,3389,High,788,2017,7,0,2017-07-07
2024-07-31,Spain,Netherlands,8.114.253.181,144.167.1.253,XSS,53,High,1479,2024,7,0,2024-07-31
2018-08-10,USA,Mexico,228.5.197.47,226.233.185.215,Port Scan,25,High,1318,2018,8,0,2018-08-10
2021-01-07,Japan,Sweden,202.40.122.135,242.245.20.210,Port Scan,5432,High,2843,2021,1,0,2021-01-07
2021-08-28,France,UK,140.94.153.28,210.170.232.213,DDoS,5432,High,393,2021,8,0,2021-08-28
2019-07-20,Italy,Netherlands,171.77.175.49,72.162.178.11,Port Scan,22,High,2244,2019,7,0,2019-07-20
2015-11-04,China,Netherlands,86.54.18.27,107.243.43.10,Port Scan,80,Medium,2033,2015,11,0,2015-11-04
2018-09-21,India,Australia,72.134.203.221,8.239.200.19,Malware,443,Medium,2470,2018,9,0,2018-09-21
2020-05-23,Turkey,Spain,122.105.250.69,193.55.180.3,Ransomware,3306,Low,1501,2020,5,0,2020-05-23
2022-08-25,France,Indonesia,71.150.187.175,53.44.96.48,Malware,21,High,881,2022,8,0,2022-08-25
2017-06-10,Brazil,Indonesia,117.246.196.32,54.144.158.241,Phishing,53,High,218,2017,6,0,2017-06-10
2016-01-10,USA,Netherlands,211.109.97.1,92.156.144.233,Malware,3389,Critical,2201,2016,1,0,2016-01-10
2023-06-07,China,Sweden,182.174.169.248,246.51.161.253,Malware,80,Medium,1806,2023,6,0,2023-06-07
2020-07-26,UK,Netherlands,108.114.41.8,153.18.126.154,SQL Injection,443,Medium,2085,2020,7,0,2020-07-26
2018-09-26,South Korea,Mexico,160.30.46.220,6.166.172.195,Port Scan,25,Low,690,2018,9,0,2018-09-26
2015-05-09,USA,Japan,105.180.96.217,171.134.78.192,Port Scan,8080,High,1372,2015,5,0,2015-05-09
2017-10-11,UK,Japan,226.61.225.141,82.80.88.13,Phishing,3306,High,712,2017,10,0,2017-10-11
2019-12-05,Germany,Mexico,89.234.168.231,65.166.64.14,Brute Force,3389,Medium,3242,2019,12,0,2019-12-05
2022-06-09,India,Brazil,126.61.120.172,145.121.77.13,SQL Injection,25,Low,1995,2022,6,0,2022-06-09
2024-05-16,Japan,Japan,241.190.121.172,73.134.6.121,Brute Force,53,High,2358,2024,5,0,2024-05-16
2018-10-13,Mexico,Italy,48.202.59.185,94.165.57.53,DDoS,3389,Low,1661,2018,10,0,2018-10-13
2016-05-31,Russia,Spain,223.236.11.25,46.78.132.34,Malware,8080,Medium,1823,2016,5,0,2016-05-31
2019-02-27,Italy,Poland,189.46.54.244,194.191.189.209,Ransomware,53,High,3426,2019,2,0,2019-02-27
2015-03-27,China,Australia,237.34.251.84,42.78.64.243,Phishing,25,Medium,2298,2015,3,0,2015-03-27
2018-04-13,China,Germany,135.225.62.57,145.189.118.30,Brute Force,3389,Medium,1403,2018,4,0,2018-04-13
2023-12-09,China,Russia,227.253.93.116,171.93.7.201,SQL Injection,21,High,942,2023,12,0,2023-12-09
2021-06-16,USA,Sweden,76.133.76.221,174.23.36.142,DDoS,3389,Medium,2788,2021,6,0,2021-06-16
2018-02-16,China,Netherlands,163.212.37.188,148.184.116.81,DDoS,3389,Low,3217,2018,2,0,2018-02-16
2024-01-03,USA,Sweden,193.144.30.201,160.25.115.94,SQL Injection,3389,Medium,2673,2024,1,0,2024-01-03
2021-10-10,Mexico,Turkey,42.61.202.205,49.185.27.155,Brute Force,80,Low,3561,2021,10,0,2021-10-10
2020-06-16,USA,Netherlands,48.190.84.93,174.95.173.154,DDoS,3389,High,92,2020,6,0,2020-06-16
2024-07-17,South Korea,Germany,192.185.68.46,14.122.48.128,Phishing,3389,High,3253,2024,7,0,2024-07-17
2020-12-01,USA,France,113.28.229.77,85.92.15.222,Malware,80,Low,3200,2020,12,0,2020-12-01
2023-10-22,Indonesia,Poland,121.3.37.176,217.51.54.139,DDoS,21,High,3350,2023,10,0,2023-10-22
2024-11-18,South Korea,China,147.92.83.17,108.75.28.183,DDoS,5432,Medium,1466,2024,11,0,2024-11-18
2015-10-30,USA,Spain,210.210.121.87,197.220.200.154,Port Scan,21,High,1705,2015,10,0,2015-10-30
2022-08-23,Canada,Australia,40.178.73.29,128.70.160.176,Port Scan,3306,High,3331,2022,8,0,2022-08-23
2016-08-10,India,Turkey,179.42.29.66,96.140.198.205,DDoS,8080,Medium,3420,2016,8,0,2016-08-10
2017-09-13,Canada,Italy,124.145.249.120,103.232.236.189,DDoS,3389,Low,2623,2017,9,0,2017-09-13
2020-02-07,India,Indonesia,109.159.92.235,162.87.105.109,DDoS,25,High,2532,2020,2,0,2020-02-07
2015-12-11,France,Netherlands,112.52.167.60,81.45.112.60,Phishing,5432,High,2882,2015,12,0,2015-12-11
2017-03-24,Australia,Mexico,94.227.240.179,193.71.13.78,Phishing,3389,High,2350,2017,3,0,2017-03-24
2020-06-10,Brazil,Turkey,212.144.98.14,245.209.222.176,Phishing,53,Medium,3284,2020,6,0,2020-06-10
2022-10-19,USA,France,218.212.170.51,239.125.177.98,SQL Injection,3306,Medium,488,2022,10,0,2022-10-19
2023-05-31,Spain,USA,24.107.210.171,91.186.89.252,Brute Force,25,Medium,484,2023,5,0,2023-05-31
2023-10-24,Brazil,Russia,73.147.84.61,236.99.73.70,Ransomware,3306,Medium,648,2023,10,0,2023-10-24
2018-08-03,India,Netherlands,106.94.63.154,189.154.230.39,Brute Force,22,High,551,2018,8,0,2018-08-03
2020-06-22,USA,China,95.35.67.56,186.27.40.123,Port Scan,53,High,1945,2020,6,0,2020-06-22
2019-08-05,India,Italy,40.253.157.134,31.131.216.15,Ransomware,3389,Low,2511,2019,8,0,2019-08-05
2023-07-22,Sweden,USA,180.129.180.24,182.70.11.30,Malware,25,Medium,1374,2023,7,0,2023-07-22
2018-08-20,Russia,Japan,102.162.115.252,35.112.230.43,Port Scan,25,Medium,303,2018,8,0,2018-08-20
2017-12-28,Brazil,Netherlands,135.75.11.36,189.168.93.215,DDoS,5432,Medium,418,2017,12,0,2017-12-28
2021-08-05,Japan,Brazil,148.63.80.191,170.170.119.3,Phishing,8080,High,2116,2021,8,0,2021-08-05
2024-01-05,Mexico,Australia,197.88.30.158,90.78.83.85,DDoS,3306,High,2105,2024,1,0,2024-01-05
2017-10-06,Brazil,USA,103.249.112.239,124.149.201.77,Port Scan,3306,Critical,1494,2017,10,0,2017-10-06
2016-12-04,Russia,USA,229.225.84.246,105.250.53.44,SQL Injection,80,Low,1177,2016,12,0,2016-12-04
2016-07-28,Turkey,UK,150.105.250.189,46.37.38.109,Phishing,5432,High,201,2016,7,0,2016-07-28
2019-05-28,Japan,Indonesia,21.37.246.27,109.88.166.238,Brute Force,8080,Medium,2647,2019,5,0,2019-05-28
2023-11-07,USA,Italy,102.163.38.232,11.93.173.64,SQL Injection,3306,Medium,830,2023,11,0,2023-11-07
2018-01-17,USA,Mexico,60.70.32.80,172.126.112.230,Phishing,53,Low,3111,2018,1,0,2018-01-17
2016-11-18,India,Netherlands,220.208.155.245,105.209.62.244,Port Scan,53,Low,3584,2016,11,0,2016-11-18
2022-09-29,China,UK,131.177.213.102,240.218.61.90,Phishing,443,Critical,1272,2022,9,0,2022-09-29
2022-03-17,China,Netherlands,254.102.30.22,12.210.137.195,Port Scan,3306,High,1138,2022,3,0,2022-03-17
2022-03-21,Italy,Mexico,19.31.20.239,74.107.130.136,Ransomware,5432,Medium,1402,2022,3,0,2022-03-21
2023-11-05,USA,Spain,147.130.40.167,116.43.146.180,Port Scan,3389,High,1740,2023,11,0,2023-11-05
2016-05-03,South Korea,Turkey,91.72.109.182,39.31.142.64,SQL Injection,80,Low,2183,2016,5,0,2016-05-03
2023-04-07,Russia,Australia,27.79.140.239,103.97.221.44,Port Scan,8080,High,2911,2023,4,0,2023-04-07
2018-09-09,Canada,Sweden,78.199.17.218,188.97.227.2,Malware,22,High,774,2018,9,0,2018-09-09
2024-06-14,South Korea,Mexico,229.84.138.147,227.160.36.238,Brute Force,3389,Medium,950,2024,6,0,2024-06-14
2023-09-09,USA,Sweden,210.158.158.153,55.114.87.191,Port Scan,25,Medium,1147,2023,9,0,2023-09-09
2016-05-08,India,Italy,88.74.127.194,69.111.80.40,SQL Injection,3306,Critical,2643,2016,5,0,2016-05-08
2019-07-26,USA,Brazil,102.96.163.51,24.117.186.104,Phishing,5432,Medium,2261,2019,7,0,2019-07-26
2019-06-26,Spain,China,101.71.71.155,156.62.153.7,Ransomware,8080,Low,787,2019,6,0,2019-06-26
2015-01-19,Italy,Indonesia,10.97.171.183,38.199.119.243,SQL Injection,25,High,2550,2015,1,0,2015-01-19
2024-08-26,Brazil,China,199.134.6.77,86.86.91.121,DDoS,22,High,3247,2024,8,0,2024-08-26
2024-09-23,Brazil,Italy,176.77.2.211,97.173.160.103,Port Scan,80,High,1299,2024,9,0,2024-09-23
2021-09-10,Russia,Poland,51.189.147.242,160.1.202.45,SQL Injection,53,High,1260,2021,9,0,2021-09-10
2017-09-27,South Korea,Italy,121.128.230.2,64.196.221.135,Port Scan,21,High,1570,2017,9,0,2017-09-27
2024-03-04,Russia,Sweden,51.154.70.20,166.70.181.75,DDoS,5432,Medium,171,2024,3,0,2024-03-04
2017-04-30,China,South Korea,23.54.143.134,247.73.158.150,DDoS,8080,Critical,1677,2017,4,0,2017-04-30
2018-10-20,Brazil,Sweden,220.163.203.136,186.231.73.55,Phishing,3306,Medium,2468,2018,10,0,2018-10-20
2018-09-16,USA,Canada,57.246.178.177,230.243.46.97,XSS,25,Low,1121,2018,9,0,2018-09-16
2018-09-29,South Korea,South Korea,115.243.216.149,154.192.208.137,Brute Force,443,Medium,2872,2018,9,0,2018-09-29
2017-04-01,USA,India,241.123.36.71,215.15.147.234,Phishing,3306,Medium,2069,2017,4,0,2017-04-01
2016-03-30,France,Japan,69.58.63.221,144.25.99.179,Ransomware,21,Medium,2338,2016,3,0,2016-03-30
2019-06-13,China,Sweden,16.134.78.122,77.174.7.34,Port Scan,3306,Medium,2670,2019,6,0,2019-06-13
2022-08-04,China,Poland,180.2.217.223,58.78.23.151,Phishing,5432,High,1817,2022,8,0,2022-08-04
2023-08-03,France,Mexico,114.114.205.124,145.141.122.27,DDoS,443,Medium,1106,2023,8,0,2023-08-03
2023-08-14,Sweden,Indonesia,146.209.237.220,66.101.158.132,Phishing,3306,Low,2155,2023,8,0,2023-08-14
2016-12-11,Canada,Turkey,204.163.86.167,94.67.250.142,XSS,5432,Low,1803,2016,12,0,2016-12-11
2020-12-30,China,Germany,129.254.165.21,11.40.215.233,Ransomware,80,High,1811,2020,12,0,2020-12-30
2017-07-05,China,South Korea,1.132.224.58,240.224.131.234,SQL Injection,53,Critical,2737,2017,7,0,2017-07-05
2022-11-15,Spain,China,1.141.174.175,1.9.112.73,Malware,3389,Low,2993,2022,11,0,2022-11-15
2022-04-06,Brazil,Germany,209.204.7.247,124.76.129.144,Brute Force,25,High,1954,2022,4,0,2022-04-06
2019-02-05,USA,Mexico,51.247.3.178,94.72.238.46,DDoS,443,Critical,1922,2019,2,0,2019-02-05
2018-12-11,Spain,Indonesia,154.31.100.62,138.161.102.41,Malware,8080,Medium,2334,2018,12,0,2018-12-11
2015-11-01,Mexico,UK,154.195.108.55,179.22.144.83,Port Scan,443,High,621,2015,11,0,2015-11-01
2017-01-05,Sweden,China,156.44.81.166,203.190.181.75,Ransomware,22,Critical,1574,2017,1,0,2017-01-05
2024-10-08,Netherlands,Spain,239.30.66.136,14.231.187.154,DDoS,8080,Medium,2831,2024,10,0,2024-10-08
2021-05-27,Spain,India,14.101.227.106,172.148.212.247,DDoS,3389,Low,3403,2021,5,0,2021-05-27
2020-05-17,USA,Indonesia,103.62.75.191,133.193.11.47,Malware,21,Critical,728,2020,5,0,2020-05-17
2020-11-19,USA,Canada,79.194.229.107,10.61.111.220,DDoS,3306,Medium,2876,2020,11,0,2020-11-19
2020-07-02,Germany,South Korea,96.40.141.107,45.47.162.118,DDoS,22,Low,132,2020,7,0,2020-07-02
2024-02-21,Germany,Canada,17.15.161.243,141.236.217.23,SQL Injection,53,Medium,339,2024,2,0,2024-02-21
2022-12-24,India,China,16.243.13.247,36.191.252.76,Ransomware,3306,Low,221,2022,12,0,2022-12-24
2023-04-04,Brazil,Italy,214.151.36.43,175.109.194.84,Port Scan,25,Critical,782,2023,4,0,2023-04-04
2023-04-10,Brazil,UK,178.114.74.81,80.14.181.66,Ransomware,443,Low,2897,2023,4,0,2023-04-10
2022-11-29,Germany,Japan,94.141.30.185,177.16.196.43,Malware,3389,Medium,77,2022,11,0,2022-11-29
2017-08-19,USA,India,238.30.199.10,205.102.113.193,SQL Injection,80,High,2653,2017,8,0,2017-08-19
2023-03-09,China,UK,99.194.94.211,9.149.82.235,Phishing,3306,High,592,2023,3,0,2023-03-09
2017-10-23,India,Sweden,39.37.252.131,224.110.98.84,DDoS,443,Critical,2098,2017,10,0,2017-10-23
2020-11-02,South Korea,China,89.162.247.250,43.66.132.123,Port Scan,3389,Medium,2796,2020,11,0,2020-11-02
2021-07-03,China,Russia,214.166.14.192,109.102.135.86,Port Scan,80,Critical,1367,2021,7,0,2021-07-03
2022-11-03,Germany,China,39.182.130.224,84.186.227.4,DDoS,80,High,332,2022,11,0,2022-11-03
2019-01-13,South Korea,Poland,43.181.131.169,124.245.20.35,Port Scan,21,High,3366,2019,1,0,2019-01-13
2021-11-06,Brazil,Brazil,8.218.96.203,97.243.187.213,Port Scan,3306,Medium,1176,2021,11,0,2021-11-06
2020-05-01,USA,Sweden,242.191.65.79,173.14.223.150,Malware,3306,Critical,3167,2020,5,0,2020-05-01
2022-04-30,Brazil,UK,132.68.92.10,252.48.158.29,SQL Injection,5432,High,2726,2022,4,0,2022-04-30
2024-01-06,Russia,UK,75.178.151.61,36.241.42.29,Brute Force,25,Low,3044,2024,1,0,2024-01-06
2018-03-23,Turkey,Turkey,47.3.231.103,135.160.141.249,DDoS,21,Low,1405,2018,3,0,2018-03-23
2016-10-26,USA,Poland,17.22.116.91,141.182.142.134,DDoS,443,Critical,958,2016,10,0,2016-10-26
2015-01-12,France,Netherlands,248.144.208.104,144.41.180.112,SQL Injection,53,High,3512,2015,1,0,2015-01-12
2018-03-02,USA,Russia,3.52.111.161,85.245.254.108,DDoS,53,Medium,2369,2018,3,0,2018-03-02
2015-10-31,Brazil,Italy,42.130.39.46,144.5.152.171,Malware,22,High,1114,2015,10,0,2015-10-31
2024-03-18,Germany,Spain,48.27.252.15,193.10.235.239,SQL Injection,25,Critical,529,2024,3,0,2024-03-18
2023-04-11,Russia,Italy,7.109.185.42,250.187.35.31,SQL Injection,5432,Low,868,2023,4,0,2023-04-11
2024-03-25,India,Spain,9.105.134.248,120.79.139.9,Port Scan,8080,Low,1937,2024,3,0,2024-03-25
2019-10-30,China,UK,185.76.30.183,194.44.116.222,Port Scan,22,High,741,2019,10,0,2019-10-30
2022-10-01,Russia,Russia,84.126.84.54,144.120.176.53,Port Scan,53,Low,1307,2022,10,0,2022-10-01
2015-02-12,UK,Turkey,110.27.84.187,65.176.70.46,DDoS,5432,Medium,3417,2015,2,0,2015-02-12
2017-08-01,Russia,South Korea,7.168.104.222,121.121.203.33,DDoS,443,Medium,1758,2017,8,0,2017-08-01
2021-07-18,Italy,Italy,72.2.142.138,180.81.55.179,SQL Injection,21,High,1257,2021,7,0,2021-07-18
2018-09-11,UK,Germany,50.146.18.16,98.110.168.153,DDoS,21,Low,1376,2018,9,0,2018-09-11
2021-12-20,Brazil,Turkey,52.197.180.159,191.247.150.218,Malware,25,Low,716,2021,12,0,2021-12-20
2021-08-08,USA,Turkey,229.84.151.96,125.91.38.137,Port Scan,5432,Low,433,2021,8,0,2021-08-08
2017-06-09,India,Spain,42.209.190.205,37.5.82.150,DDoS,3306,Medium,3386,2017,6,0,2017-06-09
2021-10-10,Canada,Indonesia,113.178.205.209,110.140.60.172,DDoS,21,Medium,2005,2021,10,0,2021-10-10
2017-10-01,China,India,124.15.90.172,150.6.228.27,Port Scan,3306,Medium,3050,2017,10,0,2017-10-01
2015-01-21,Australia,France,220.42.45.94,239.55.143.64,DDoS,80,Medium,2018,2015,1,0,2015-01-21
2016-02-11,China,UK,107.163.22.128,249.17.3.10,DDoS,5432,Medium,2428,2016,2,0,2016-02-11
2022-04-20,Mexico,Brazil,202.203.38.97,191.63.89.190,Port Scan,5432,Low,257,2022,4,0,2022-04-20
2017-10-11,USA,Indonesia,198.192.101.7,85.246.104.137,Port Scan,25,High,2445,2017,10,0,2017-10-11
2015-12-02,Spain,India,246.44.76.7,152.32.3.250,Malware,25,Critical,2837,2015,12,0,2015-12-02
2020-01-13,India,Netherlands,194.60.1.62,161.171.109.140,Ransomware,80,High,2305,2020,1,0,2020-01-13
2023-09-24,Russia,Spain,87.89.18.108,93.213.103.226,DDoS,53,High,3021,2023,9,0,2023-09-24
2018-02-21,China,Poland,135.115.54.67,97.160.148.195,DDoS,3306,Critical,2207,2018,2,0,2018-02-21
2021-09-12,Brazil,Spain,93.138.189.59,68.145.242.209,Phishing,80,Low,2877,2021,9,0,2021-09-12
2022-10-11,Sweden,Japan,187.235.69.191,147.132.93.17,Malware,8080,Medium,3031,2022,10,0,2022-10-11
2020-01-02,China,Germany,98.8.206.232,192.22.194.170,XSS,3389,High,203,2020,1,0,2020-01-02
2016-12-15,USA,Turkey,55.134.129.56,204.173.11.181,DDoS,443,Medium,3485,2016,12,0,2016-12-15
2015-02-20,UK,Poland,225.104.203.114,232.188.29.20,Port Scan,22,High,2038,2015,2,0,2015-02-20
2015-11-20,India,Australia,88.138.108.244,5.153.34.140,Malware,5432,High,688,2015,11,0,2015-11-20
2017-02-27,India,Brazil,23.144.101.144,28.98.6.246,Ransomware,443,High,82,2017,2,0,2017-02-27
2015-05-21,France,Netherlands,56.108.95.6,19.12.25.13,DDoS,21,High,1470,2015,5,0,2015-05-21
2016-04-14,China,Canada,30.191.229.129,209.76.3.24,Phishing,22,Low,1049,2016,4,0,2016-04-14
2017-02-25,Netherlands,Brazil,51.106.89.127,8.112.228.120,Port Scan,3306,Low,2978,2017,2,0,2017-02-25
2019-12-31,Brazil,Turkey,46.121.149.99,123.90.45.200,DDoS,5432,Medium,18,2019,12,0,2019-12-31
2018-09-19,USA,France,166.69.63.241,224.224.1.3,SQL Injection,21,Medium,3569,2018,9,0,2018-09-19
2020-03-31,South Korea,Spain,50.12.69.254,65.15.50.148,DDoS,8080,High,961,2020,3,0,2020-03-31
2017-08-21,France,China,73.44.52.9,131.189.143.187,Malware,22,Medium,1820,2017,8,0,2017-08-21
2023-05-14,Russia,Canada,227.193.118.239,182.188.124.37,Malware,3306,Critical,1796,2023,5,0,2023-05-14
2016-01-08,UK,Canada,10.46.103.228,149.106.103.151,Ransomware,5432,Low,2935,2016,1,0,2016-01-08
